Referencia,URL_fuente,ID,Tema,Descripcion,Jerarquía,Etapa_ciclo_vida,E1_bioclimatica,E2_energia,E3_agua,E4_materiales,Notas,Ref_Ley2462,Aplica_vivienda_rural,Clima,Subsistema,Caracter_legal,Nivel_cumplimiento,Parametro_indicador,Correspondencia_cruzada
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-04,Sobrecimiento sobre cimiento,"Sobrecimiento (bloques de hormigón o concreto, ej. 39x14x19 cm) que se eleve 20 cm por encima del nivel del terreno exterior. Aislá el entramado vegetal de la humedad ascendente y evita inundaciones por desnivel piso interior/exterior.",criterio_estructural,construcción,,,Complementario,Principal,Valor confirmado en PDF p.14: '20 cm por encima del nivel del terreno al exterior'.,,si,todos,Cimentación,recomendado,minimo,Altura sobrecimiento ≥ 20 cm sobre nivel terreno exterior,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-05,Modulo La Semilla — crecimiento progresivo,"Vivienda parasismica organizada en módulos llamados 'la semilla' (≈10.24 m²). Crecimiento progresivo: vivienda básica 21.28 m² → intermedia 32.32 m² → completa 44.20 m². Cada ampliación debe ser un cubo arriostrado, NO una forma rectangular o en l.",criterio,diseño,,,,Principal,Diseño participativo y crecimiento por etapas según economía familiar. Módulo base 4.00 x 4.00 m con varas verticales cada ~50 cm (ver Anexo 3 del PDF).,,si,todos,todos,recomendado,deseable,Módulo cúbico 4 x 4 m; varas verticales cada ~50 cm,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-06,Arriostramiento de muros largos,Muros largos sin arriostramiento intermedio y con ángulos débiles resisten menos los sismos y producen colapso. Requiere muros transversales a intervalos regulares.,criterio_estructural,diseño,,,,Principal,Longitud máxima de tramo entre arriostres no especificada numéricamente en MISEREOR; ver NSR-10 Tit. E para límites cuantitativos.,,si,todos,Estructura,recomendado,deseable,Muro transversal cada módulo o tramo (longitud Max según cumplimiento NSR-10),
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-07,Calidad del terreno — implantación,"Terreno plano y seco con suelo duro. Evitar pantanos, barrancos, cerca de ríos, antiguas minas, rellenos sanitarios, terrenos limo-arcillosos saturados (riesgo de licuación sísmica).",lineamiento,pre-diseño,Complementario,,Complementario,,Vivienda parasismica = (1) diseño correcto + (2) calidad del terreno + (3) calidad constructiva + (4) calidad de materiales.,,si,todos,Cimentación,recomendado,minimo,Estudio previo de suelo; evitar pendientes >X% y zonas saturadas,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-08,Calidad de la madera y guadua estructural,"Solo se usan maderas y guadua/bambú secas, sanas, libres de pudrición, hongos e insectos; con tratamiento previo. El corte se hace 30-40 cm por encima del suelo, después de un nudo, dejando varas en campo de corte verticalmente para drenaje.",criterio_estructural,extracción/manufactura,,,,Principal,Detalles de corte y secado para evitar plagas. Ver NSR-10 E.7.4.1 para requisitos de humedad (10-20%) y edad (≥4 años) en bahareque encementado.,,si,todos,Estructura,recomendado,minimo,Humedad de equilibrio; tratamiento contra xilófagos,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-09,Tierra para revoque y relleno,Mortero de tierra arcillo-limosa con dosificación de fibras vegetales. Revoque en 2 capas: primera capa 8-20 mm (1 tierra arcillosa + 2 arena 5mm + 1/3 paja a 3 cm); segunda capa 1-2 mm (1 tierra fina + 3-4 arena fina). Hacer pruebas en obra para evitar fisuras.,criterio_estructural,construcción,Complementario,,,Principal,Detalle de mezclas en p.18 del PDF.,,si,todos,Envolvente,recomendado,minimo,Espesor capa 1: 8-20 mm; espesor capa 2: 1-2 mm; pruebas de mezcla previas,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-10,Cubierta liviana sobre muros delgados,"Estructura ligera (cerchas de madera/guadua) para no sobrecargar muros delgados; reduce inercia sísmica. Tejas de microconcreto (12.5 unidades/m²) preferibles a planchas onduladas (Zinc) por aislamiento térmico y acústico, aunque requieren estructura uniforme.",criterio_estructural,diseño,Complementario,,,Principal,Tipos comparados en p.18 del PDF.,,si,todos,Cubierta,recomendado,deseable,Carga muerta cubierta lo más baja posible; tejas microconcreto: 12.5 u/m²,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-11,Aleros amplios para protección del muro,"Aleros para proteger los muros de tierra de la erosión por lluvia. Mínimo 50 cm, máximo 100 cm. También protección solar y de la fachada en clima húmedo.",medida_pasiva,diseño,Principal,,Complementario,,Valor confirmado en PDF p.18: 'no deben ser menores de 50 cm ni mayores de 1 m'.,,si,calido_humedo templado,Cubierta,recomendado,minimo,Vuelo alero: 50 cm ≤ alero ≤ 100 cm,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-12,Vivienda parasismica — 4 condiciones simultáneas,"Una vivienda parasismica cumple 4 requisitos simultáneos: (1) diseño correcto, (2) calidad del terreno, (3) calidad constructiva, (4) calidad de materiales. Ninguno omisible.",enfoque,pre-diseño,,,,Principal,Principio rector de toda la guía Misereor.,,si,todos,todos,recomendado,minimo,Cuatro requisitos cumplidos,
Misereor-Bahareque,https://www.misereor.org/fileadmin/user_upload_misereororg/cooperation/es/construccion/guia-de-construccion-bahareque-parasismica.pdf,BHQ-13,Refuerzo en esquinas y vanos,Refuerzo de esquinas y bordes de vanos (puertas/ventanas) con elementos verticales y dintel. Evitar vanos próximos a esquinas. La cubierta debe transmitir cargas homogéneamente sobre los muros.,criterio_estructural,diseño,,,,Principal,MISEREOR no especifica distancia mínima vano-esquina; ver NSR-10 E.7.6 y AIS-FOREC para límites cuantitativos. Área máxima de vanos en muro: 35% según NSR-10.,,si,todos,Envolvente,recomendado,minimo,Refuerzo en cada esquina y borde de vano,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-01,Definición bahareque encementado (NSR-10 E.7.3.1),"Sistema estructural de muros con esqueleto de guadua o guadua+madera, cubierto con revoque de mortero de cemento aplicado sobre malla de alambre clavada en esterilla de guadua, a su vez clavada sobre el esqueleto. Constituido por entramado + recubrimiento.",lineamiento,pre-diseño,,,,Principal,Capítulo E.7 NSR-10. Aplica a casas 1-2 pisos grupo de uso I.,,si,todos,Envolvente,obligatorio,minimo,Sistema reglamentado para uso 1-2 pisos VIS rural,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-02,"Calidad de guadua: edad, humedad e inmunización (E.7.4.1)","Guadua mayor a 4 anios. Contenido de humedad entre 10% y 20% (cercano a humedad de equilibrio ambiental). Inmunizada contra xilófagos. No exponer al sol ni al agua (UV produce resecamiento, fisuración; humedad produce pudrición).",criterio_estructural,extracción/manufactura,,,,Principal,Más estricto que BHQ-08 tradicional. Permite trazabilidad de la guadua.,,si,todos,Estructura,obligatorio,minimo,Edad ≥ 4 años; humedad 10-20%; tratamiento xilófagos certificado,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-03,Espaciamiento de pie-derechos (E.7.6.1),"El espaciamiento horizontal entre pie-derechos no debe ser inferior a 300 mm ni superior a 600 mm, entre ejes. Las guaduas no pueden tener un diámetro inferior a 80 mm.",criterio_estructural,construcción,,,,Principal,Diferente del bahareque tradicional MISEREOR (~50 cm en módulo de 4 m; rango 30-60 cm aceptable). NSR-10 fija el rango legal vigente.,,si,todos,Estructura,obligatorio,minimo,Pie-derechos: 300 mm ≤ separación ≤ 600 mm; diámetro guadua ≥ 80 mm,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-04,Soleras: dimensiones mínimas (E.7.6.3),Las soleras (elemento horizontal inferior y superior del muro) tendrán ancho mínimo igual al diámetro de las guaduas usadas como pie-derechos y altura no menor de 100 mm. Preferible construirlas en madera aserrada (mayor rigidez en uniones).,criterio_estructural,construcción,,,,Principal,La solera superior también se llama 'carrera'.,,si,todos,Estructura,obligatorio,minimo,Ancho solera ≥ diámetro guadua; altura ≥ 100 mm,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-05,Muros estructurales con diagonales (E.7.5.1),Muros estructurales con diagonales (rigidizadores inclinados) deben colocarse en las esquinas de la construcción y en los extremos de cada conjunto de muros estructurales. Resisten cargas verticales + fuerzas horizontales (sismo o viento).,criterio_estructural,diseño,,,,Principal,"Tres tipos de muro NSR-10: con diagonales (estructural), sin diagonales (estructural carga vertical), no estructural (separación).",,si,todos,Estructura,obligatorio,minimo,Diagonales en todas las esquinas y extremos,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-06,Mallas de refuerzo del revoque (E.7.4.5),"Mallas permitidas: (a) alambre trenzado calibre 18 (Max 1.25 mm), abertura hexagonal ≤25.4 mm; (b) alambre electrosoldado calibre 18, abertura cuadrada ≤25.4 mm; (c) lámina metálica expandida sin/con vena estructural. Siempre clavadas sobre esterilla de guadua o entablado.",criterio_estructural,construcción,,,,Principal,La esterilla de guadua va anclada a los pie-derechos con clavos y alambre dulce trenzado.,,si,todos,Envolvente,obligatorio,minimo,Alambre ≤1.25 mm (BWG 18); abertura ≤25.4 mm,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-07,Mortero de cemento para revoque (E.7.4.3),Mortero tipo N: máximo 4 partes de arena por 1 parte de cementante. Calidad del cemento y la cal según D.3.2 NSR-10.,criterio_estructural,construcción,,,,Principal,,,si,todos,Envolvente,obligatorio,minimo,Mortero tipo N; relación arena:cemento ≤ 4:1,
NSR-10-Titulo-E,https://www.idrd.gov.co/sites/default/files/documentos/Construcciones/5titulo-e-nsr-100.pdf,BHQ-E-08,Vanos y aberturas en muros (E.7.6 y NSR-10 general),El área de los vanos de un muro no debe ser mayor al 35% del área total del muro. Refuerzo en bordes de vanos con dintel.,criterio_estructural,diseño,,,,Principal,Límite cuantitativo aplicable a esquinas y aberturas en cualquier muro estructural.,,si,todos,Envolvente,obligatorio,minimo,Área vanos ≤ 35% área muro,
AIS-FOREC-Bahareque,https://www.desenredando.org/public/libros/2001/csrvbe/guadua_lared.pdf,AIS-BHQ-01,Distribución simétrica de muros y aberturas,La distribución de muros y aberturas en planta debe ser regular. Las ventanas colocadas en una sola fachada generan torsión bajo sismo. Edificaciones con aberturas >25% por fachada requieren rigidizacion adicional.,criterio_estructural,diseño,,,,Principal,Manual AIS-FOREC complementa NSR-10 con criterios de buena practica post-terremoto eje cafetero 1999.,,si,todos,Envolvente,recomendado,deseable,Aberturas ≤25% por fachada para evitar rigidizacion adicional,
AIS-FOREC-Bahareque,https://www.desenredando.org/public/libros/2001/csrvbe/guadua_lared.pdf,AIS-BHQ-02,Cuadrantes y tirantes en nivel solera superior,"A nivel de solera superior deben colocarse tirantes y cuadrantes para garantizar el efecto de diafragma. Los cuadrantes bastan cuando los espacios rectangulares entre muros NO superan relación 1.5:1 (lado mayor:lado menor). Para relaciones mayores, colocar tirantes que dividan los espacios.",criterio_estructural,construcción,,,,Principal,Concordante con NSR-10 E.7.7.2.,,si,todos,Estructura,obligatorio,minimo,Cuadrantes si relación ≤1.5:1; tirantes si >1.5:1,
AIS-FOREC-Bahareque,https://www.desenredando.org/public/libros/2001/csrvbe/guadua_lared.pdf,AIS-BHQ-03,Bastones intermedios en muros largos,"Los bastones (refuerzos verticales especiales) deben colocarse en los extremos de cada muro, en las intersecciones con otros muros, y en lugares intermedios a distancias regulares. Garantizan la transmisión de cargas sísmicas a la cimentación.",criterio_estructural,construcción,,,,Principal,Detalla la prescripción NSR-10 sobre arriostramiento.,,si,todos,Estructura,obligatorio,minimo,Bastones en extremos + intersecciones + distancias intermedias regulares,
AIS-FOREC-Bahareque,https://www.desenredando.org/public/libros/2001/csrvbe/guadua_lared.pdf,AIS-BHQ-04,Aberturas para tuberías en muros (control),"Para tuberías que exijan aberturas mayores que el ancho regular del muro, debe modificarse la solución de manera que la abertura no comprometa la integridad estructural. Permite instalaciones empotradas con límite.",criterio_estructural,construcción,,Complementario,,,Manual AIS-FOREC capítulo de instalaciones.,,si,todos,Instalaciones,recomendado,minimo,Aberturas para tubería ≤ ancho regular del muro o solución compensatoria,
AIS-FOREC-Bahareque,https://www.desenredando.org/public/libros/2001/csrvbe/guadua_lared.pdf,AIS-BHQ-05,Friso de borde para entrepisos (vigueta de madera),"Como friso de borde de los entrepisos debe colocarse una vigueta de madera de sección mínima 12 cm x 4 cm, ligando los largueros y secciones de vigueta entre cada par de guaduas.",criterio_estructural,construcción,,,,Principal,Aplica para viviendas de 2 pisos.,,si,todos,Estructura,recomendado,minimo,Vigueta frisó mínimo 12 x 4 cm,
SURA-Bahareque,https://www.segurossura.com.co/empresasura/Documentacion%20Formacion/ficha-tecnica-estructuras-bahareque.pdf,SUR-01,Tipologías reconocidas de bahareque,"SURA reconoce 4 modalidades para asegurabilidad: (1) bahareque embutido en tierra (zona cafetera, recubrimiento tierra+cagajón); (2) bahareque de madera (zonas frías, tablones aislantes); (3) bahareque metálico (módulos de lámina); (4) bahareque encementado (con malla y mortero NSR-10).",lineamiento,pre-diseño,,,,Principal,Solo el bahareque encementado tiene cobertura NSR-10 plena. Tradicionales requieren peritaje individual.,,si,todos,Envolvente,recomendado,minimo,Declarar tipología exacta en póliza de seguro,
SURA-Bahareque,https://www.segurossura.com.co/empresasura/Documentacion%20Formacion/ficha-tecnica-estructuras-bahareque.pdf,SUR-02,Instalaciones eléctricas canalizadas,Las instalaciones eléctricas NO se deben realizar con conductores expuestos: deben estar canalizadas. Canalización en PVC permitida si no está expuesta a daños físicos. Recomendable tubería metálica EMT por mayor protección contra abrasión e ignición.,medida_activa,construcción,,Principal,,Complementario,Riesgo de incendio alto en bahareque por combustibilidad de madera/paja/esterilla.,,si,todos,Instalaciones,recomendado,minimo,100% conductores canalizados; preferir EMT,
SURA-Bahareque,https://www.segurossura.com.co/empresasura/Documentacion%20Formacion/ficha-tecnica-estructuras-bahareque.pdf,SUR-03,Riesgo de incendio por combustibilidad de materiales,"Estructuras con materiales combustibles (madera, paja, esterilla) son altamente susceptibles al fuego. Controlar fuentes de ignición: chimeneas, cigarrillos, instalaciones eléctricas defectuosas, soldadura, veladoras, acumulación de grasas en campanas. Si los predios colindantes son también combustibles: riesgo de incendio mayor.",criterio_estructural,operación,,,,Principal,No hay distancia mínima cocina-muros explicita; usar buenas prácticas + extintor.,,si,todos,Envolvente,recomendado,minimo,Distancia segura cocina-muros; extintor visible,
SURA-Bahareque,https://www.segurossura.com.co/empresasura/Documentacion%20Formacion/ficha-tecnica-estructuras-bahareque.pdf,SUR-04,Instalaciones hidrosanitarias a la vista,Diseñar instalaciones hidráulicas y sanitarias a la vista (no empotradas en muros) y conforme a normas colombianas. Permite detección temprana de fugas y evita daño por humedad en muros de tierra.,medida_hidrica,diseño,,,Principal,Complementario,La humedad es la principal causa de deterioro en cimientos + muros bahareque.,,si,todos,Instalaciones,recomendado,minimo,Tuberías visibles + registrables,
SURA-Bahareque,https://www.segurossura.com.co/empresasura/Documentacion%20Formacion/ficha-tecnica-estructuras-bahareque.pdf,SUR-05,Mantenimiento preventivo periódico,"Mantenimiento esencial: pintura periódica, reemplazo de elementos dañados, control de ingreso de agua (cubierta y muros limpios). Chequeos eléctricos para evitar degradación de aislamiento y cortos.",lineamiento,operación,Complementario,,Complementario,Principal,Mantenimiento es condición de aseguramiento.,,si,todos,todos,recomendado,minimo,Frecuencia mínima anual de revisión,
SURA-Bahareque,https://www.segurossura.com.co/empresasura/Documentacion%20Formacion/ficha-tecnica-estructuras-bahareque.pdf,SUR-06,Cubierta a 2 aguas con teja barro y aleros amplios,"Cubierta de cerchas madera+guadua a 2 aguas con esterilla de guadua y teja de barro española. Peso aproximado 60 kg/m². Aleros anchos para extender protección sobre fachadas, corredores y estancias, transmitiendo menor peso a los muros delgados de bahareque.",medida_pasiva,diseño,Principal,,Principal,Complementario,Concordante con BHQ-11 (alero 50-100 cm).,,si,calido_humedo templado,Cubierta,recomendado,deseable,Peso cubierta ~60 kg/m²; aleros amplios,
VRA-MGral-Bogota-Region,https://www.bogota.gov.co/,VRA-01,Modelo integral de gestión - 15 pasos asignación subsidio VISR,"Proceso operativo de 15 pasos para asignación de subsidio de vivienda rural integral: (1) Asignación de Recursos, (2) Convocatoria, (3) Preselección de hogares, (4) Publicación de asignación, (5) Diagnóstico integral del predio, (6) Postulación formal, (7) Estructuración del Proyecto, (8) Radicación y presentación, (9) Revisión de estructuración, (10) Revisoría fiscal previa, (11) Asignación condicionada, (12) Notificación, (13) Remisión al SISFV, (14) Ejecución, (15) Cierre.",lineamiento,pre-diseño,,,,,Modelo integral propuesto en documento Bogota-Region 2024 v.1. Marca proceso administrativo + técnico + social. Aplica a vivienda nueva y mejoramiento.,,si,todos,todos,recomendado,recomendada,Cumplir 15 pasos del modelo de gestión VRA,
VRA-MGral-Bogota-Region,https://www.bogota.gov.co/,VRA-02,Mapeo de actores institucionales VISR,Actores institucionales involucrados en el ciclo VISR: para FORMULACIÓN (MADR + MVCT); para SUPERVISIÓN (Consejo Superior Vivienda + Comité Intersectorial VIS Rural + SuperSubsidio); para FINANCIACIÓN (Banco Agrario + Findeter + Finagro); para INFORMACIÓN (DNP + IGAC + DAÑE + UARIV + ANT + SENA); para ASIGNACIÓN (Entidad Otorgante + Oferente + Promotora + Operadora + Ejecutora + Interventoría + Trabajo Social y ambiental).,lineamiento,pre-diseño,,,,,Estructura institucional completa del sistema VISR colombiano. Define responsabilidades por fase del proyecto.,,si,todos,todos,recomendado,minimo,Identificación clara de roles institucionales por proyecto,
VRA-MGral-Bogota-Region,https://www.bogota.gov.co/,VRA-03,Tipologías arquitectónicas para vivienda nueva (6 tipos),"6 tipologías de planta de vivienda rural nueva según contexto y clima (Anexo C SFVR 2020 ampliado): Alargada (VRSA1, 13 x 4.3 m, climas cálidos/secos, terrenos angostos); l (VRSL1, 8.3 x 8 m, climas fríos, terreno rectangular boscoso); T (VRST1, 9.3 x 7 m, diferentes climas con apertura 4 fachadas); Compacta 1 (VRSC1, 10 x 6 m, lotes medianeros 6x12); Compacta 2 (VRSC2, 9.3 x 6 m, dos volúmenes diferentes alturas para flujo aire); U (VRSU1, 8.3 x 7.6 m, terrenos amplios cuatro fachadas).",medida_pasiva,diseño,Principal,,,Complementario,Tipologías parametrizadas según MVCT. Cada una con flexibilización de espacios y posibilidad de espacio productivo en una habitación. Apertura en fachada principal para flujo de viento e iluminación natural indirecta.,,si,todos,Envolvente,recomendado,deseable,Seleccionar tipología según contexto + clima + dimensiones del lote,ParamSFVR:Anexo C 2020
VRA-MGral-Bogota-Region,https://www.bogota.gov.co/,VRA-04,Componentes mínimos para presentación técnica VISR nueva,"5 componentes básicos mínimos exigidos para proyectos VISR nueva: (1) Solución de agua para consumo humano (alternativa); (2) Desarrollo progresivo (flexibilidad arquitectónica para futura ampliación); (3) Accesibilidad al medio físico según NTC para discapacidad; (4) Parametrización espacial (no vinculante, áreas óptimas de referencia); (5) Arquitectura sostenible y bioclimática (estrategias pasivas desde diseño y procesos constructivos).",lineamiento,diseño,Principal,,Principal,,Anexo C SFVR 2020 documento parametrización. Marco mínimo de revisión técnica.,,si,todos,todos,recomendado,minimo,Cumplir los 5 componentes en planimetría de proyecto,ParamSFVR:Anexo C; PNVISR:cap6
VRA-MGral-Bogota-Region,https://www.bogota.gov.co/,VRA-05,Distribución de subsidios y cuantías VISR,Sistema de financiación VISR vía 3 entidades: Banco Agrario (operador); Findeter (asesoría + estructuración + financiación); Finagro (acceso crédito sector agropecuario). Cuantías del subsidio según PNVISR Res. 000179/2017 hasta 70 SMLV + 20 SMLV transporte. El subsidio puede cubrir 100% costos en zonas dispersas (caso Pitalito documentado).,lineamiento,pre-diseño,,,,,Cap 4 del documento Bogota-Region 2024. Articula las 3 entidades de financiación pública para vivienda rural.,,si,todos,todos,recomendado,minimo,Subsidio Max 70 SMLV + 20 SMLV transporte (PNVISR),PNVISR:Res 000179/2017
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-01,Hábitat y vivienda diferencial — incentivo a materiales y sistemas alternativos,"Art. 2.2.2.4.1. Adiciona Cap. 4 al D1077/2015. Orienta intervenciones del Estado en hábitats y viviendas diferenciales, incentivando uso de materiales y sistemas alternativos de construcción. Beneficiarios: pueblos indígenas, comunidades negras, raizales, palenqueras, Rrom, campesinado colombiano y víctimas del conflicto.",enfoque,todas,,,,Principal,Decreto reciente (10-dic-2025); reglamenta Ley 2079/2021 (VIC) y Ley 2294/2023 Art. 302. Aplica directamente a vivienda rural campesina.,L-E04,si,todos,todos,obligatorio,minimo,,PNVISR:PNVISR-1; Ley.2462:L-E04; L-E12
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-02,Reconocimiento normativo de sistemas constructivos tradicionales,"Art. 2.2.2.4.2 (c). El componente arquitectónico de la vivienda diferencial reconoce cómo saberes ancestrales, tradiciones, usos y costumbres se materializan en técnicas, tecnologías y sistemas alternativos de construcción (bahareque, tapia, adobe, guadua, palafito, esterilla).",lineamiento,diseño,,,,Principal,"Respaldo jurídico para sistemas vernáculos. Conecta NSR-10 Título E con prácticas tradicionales documentadas en Misereor, AIS-FOREC, SURA.",,si,todos,Estructura Envolvente,obligatorio,minimo,,NSR-10-Titulo-E:E.1; Misereor-Bahareque:BHQ-01; AIS-FOREC-Bahareque:AIS-BHQ-01; CEELA:C03
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-03,Reconocimiento de territorios biodiversos y bioculturales,Art. 2.2.2.4.3 num 1. Pilar fundamental: reconocer la biodiversidad del territorio y la relación intrínseca con las poblaciones que lo habitan. Soporte: Sentencia T-622/2016 sobre derechos bioculturales.,enfoque,pre-diseño,Transversal,,,Transversal,"T-622/2016: vinculación intrínseca entre naturaleza y cultura. Aplicable a vivienda rural en territorios indígenas, afro, campesinos.",,si,todos,todos,obligatorio,minimo,,CEELA:C01; C09
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-04,Adecuación cultural — materiales originarios del territorio y mano de obra local,"Art. 2.2.2.4.3 num 2. Las intervenciones deben respetar y fortalecer la identidad cultural, usar materiales originarios del territorio y/o producción local y desarrollar técnicas que configuran sistemas constructivos tradicionales con mano de obra local.",enfoque,diseño,,,,Principal,"Refuerza criterios de GuiaMej-MVCT (mano obra local, economía local) y CEELA C03 (materiales bajo impacto).",L-E12,si,todos,todos,obligatorio,minimo,% materiales locales; % mano obra local,GuiaMej-MVCT:GM-S1; GM-A1; CEELA:C03; C11; Ley.2462:L-E12
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-05,Sostenibilidad social y ambiental en vivienda diferencial,"Art. 2.2.2.4.3 num 3. Garantizar bienestar comunidad, uso eficiente de recursos naturales, respeto vocación del suelo, mitigación de riesgos. Privilegiar estrategias basadas en conocimiento y capacidades locales e integración con medio ambiente.",enfoque,todas,Transversal,Transversal,Transversal,Transversal,Principio que cruza los 4 ejes de sostenibilidad del Producto 1. Conecta normativamente Res.0194 + Res.0534 + CEELA con el enfoque diferencial.,,si,todos,todos,obligatorio,minimo,,Res.0194; Res.0534; CEELA:C01 a C15
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-06,Construcción colectiva — participación multiactor en vivienda diferencial,Art. 2.2.2.4.3 num 5. La intervención debe garantizar participación de múltiples actores del territorio (incluyendo autoridades étnicas) para promover procesos de apropiación e incidencia en decisiones locales.,enfoque,pre-diseño,,,,,"Refuerza GM-S2/S3 (compromiso social, gestión comunitaria) y CEELA C11 (comportamiento del usuario).",L-F11,si,todos,todos,obligatorio,minimo,,GuiaMej-MVCT:GM-S2; GM-S3; CEELA:C11; Ley.2462:L-F11
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-07,Métodos alternos de diseño estructural y de construcción,"Art. 2.2.2.4.4 num 9. Identificar casos en que se presentan métodos alternos de análisis y diseño estructural y métodos alternos de construcción y de materiales, para permitir e incentivar el uso de materiales y sistemas alternativos.",criterio_metodologico,diseño,,,,Principal,"Clave: respaldo legal para que bahareque tradicional (no encementado), tapia, adobe, guadua, etc. puedan diseñarse con métodos alternos a NSR-10 estándar, complementando criterios técnicos de Misereor, AIS-FOREC, SURA.",,si,todos,Estructura,obligatorio,minimo,,NSR-10-Titulo-E:E.1; AIS-FOREC-Bahareque:AIS-BHQ-01; Misereor-Bahareque:BHQ-01; SURA-Bahareque:SUR-01
D1341,https://www.minvivienda.gov.co/sites/default/files/normativa/decreto-1341-del-10-de-diciembre-de-2025.pdf,D1341-08,Conocimientos ancestrales en estudios de amenaza y riesgo,Art. 2.2.2.4.6 num 1-2. Integrar conocimiento ancestral en zonificación de amenaza y estudios detallados. Reconocer mecanismos de adaptación comunitaria como medidas no estructurales. Considerar vivienda diferencial como herramienta de resiliencia.,criterio_metodologico,pre-diseño,,,,,"Vincula gestión del riesgo (Ley 1523/2012) con saberes locales. Útil para zonas rurales con riesgo sísmico, deslizamiento, inundación.",,si,todos,todos,obligatorio,minimo,,CEELA:C11; Ley.2462:L-F11
